iter	MultiClass
204	0.6620583798
205	0.6593943831
206	0.6581553562
207	0.6555515882
208	0.6536548691
209	0.6510814442
210	0.6488987775
211	0.6465194986
212	0.6447849802
213	0.6432019509
214	0.6409210144
215	0.6377269584
216	0.6356698233
217	0.6335423767
218	0.6302432816
219	0.6283511482
220	0.6258382354
221	0.6237552721
222	0.6223391289
223	0.6204031146
224	0.6181502413
225	0.6155837078
226	0.6139153767
227	0.6123218748
228	0.6093450779
229	0.6075505145
230	0.6054315607
231	0.6036734656
232	0.601775842
233	0.5987552577
234	0.597072734
235	0.5949818574
236	0.5934289623
237	0.5911590053
238	0.5892967238
239	0.5875566488
240	0.585386139
241	0.5835628722
242	0.5814819243
243	0.5790823387
244	0.5764171486
245	0.5745923478
246	0.5725344944
247	0.570386847
248	0.5681348205
249	0.5655834655
250	0.5638790776
251	0.5619440375
252	0.5601122888
253	0.5586268695
254	0.5561116843
255	0.5544915794
256	0.5511899267
257	0.5496850871
258	0.5476434886
259	0.5462530017
260	0.5443278866
261	0.5433452704
262	0.5416890097
263	0.5401586221
264	0.5378914042
265	0.5360128556
266	0.5343966117
267	0.5324078997
268	0.5304007147
269	0.5285185128
270	0.5269006635
271	0.5249370901
272	0.5234086312
273	0.52190819
274	0.5204529452
275	0.5186561087
276	0.5168700411
277	0.5157038881
278	0.5148399453
279	0.5136467532
280	0.5120861128
281	0.5107863982
282	0.5094117932
283	0.5081013924
284	0.5066487158
285	0.5046855391
286	0.5035185066
287	0.5020036168
288	0.500574413
289	0.4990103311
290	0.4977087395
291	0.4960449281
292	0.4947013728
293	0.4929945998
294	0.4911809992
295	0.4895296026
296	0.4887877366
297	0.4877401112
298	0.4865520693
299	0.4847367252
300	0.483157018
301	0.4815243471
302	0.4796141966
303	0.4785330113
304	0.4772222354
305	0.4761892686
306	0.4748754097
307	0.4736282317
308	0.4725238283
309	0.4705965348
310	0.4688559734
311	0.466819231
312	0.465453806
313	0.4642802374
314	0.4630509474
315	0.4616214267
316	0.459643028
317	0.4578697244
318	0.4562439095
319	0.454574627
320	0.4533726957
321	0.4522153642
322	0.4505704859
323	0.4493417234
324	0.447979456
325	0.446552549
326	0.4456523523
327	0.444610426
328	0.4434231486
329	0.4424962416
330	0.4411940297
331	0.4397763596
332	0.4386429656
333	0.4373830646
334	0.4358696514
335	0.4349554976
336	0.4337342757
337	0.4326565267
338	0.4318154507
339	0.430874921
340	0.4298614573
341	0.4285996989
342	0.4275870292
343	0.4269132134
344	0.4259958892
345	0.4248548117
346	0.4235585305
347	0.4226691568
348	0.4211906376
349	0.4201541634
350	0.4185386067
351	0.4175239227
352	0.4163504442
353	0.4152313257
354	0.414273249
355	0.4133646767
356	0.412746805
357	0.4115639194
358	0.4101898192
359	0.4092785612
360	0.4083355939
361	0.4070426152
362	0.4059623382
363	0.4051863389
364	0.4042309917
365	0.4031979184
366	0.4019362833
367	0.401185623
368	0.4002099576
369	0.3992350953
370	0.398179029
371	0.3973526122
372	0.3965265143
373	0.3953724701
374	0.3942403245
375	0.3934948566
376	0.3922949476
377	0.3916479017
378	0.390679025
379	0.3895516715
380	0.3884666391
381	0.3879656992
382	0.3871953231
383	0.3864099553
384	0.3855959004
385	0.3846357183
386	0.383952135
387	0.3825488128
388	0.3813510166
389	0.3803739443
390	0.3791303228
391	0.378377305
392	0.3769590636
393	0.3762663769
394	0.3756408686
395	0.3744184269
396	0.3730928737
397	0.3717842355
398	0.3707429366
399	0.3699860218
400	0.3690968384
401	0.3683220992
402	0.3672574211
403	0.3664979935
404	0.365163998
405	0.3638034263
406	0.3632635972
407	0.3626305484
408	0.3616073792
409	0.3604607103
410	0.3595041004
411	0.358727833
412	0.3578969766
413	0.3573375574
414	0.356547679
415	0.3557987151
416	0.3550243503
417	0.3537461157
418	0.3526668394
419	0.3515844503
420	0.3505133201
421	0.3499406672
422	0.3493380177
423	0.3486620919
424	0.3477249797
425	0.346599595
426	0.3459112601
427	0.3450699066
428	0.3438150343
429	0.3426167069
430	0.3420645569
431	0.3414201273
432	0.3407588677
433	0.3403002212
434	0.3394361336
435	0.3384735294
436	0.3377185793
437	0.3369840808
438	0.3359036553
439	0.334975835
440	0.3342418059
441	0.3332227032
442	0.332562151
443	0.3319548747
444	0.3310324391
445	0.3301348515
446	0.3295608873
447	0.3287399259
448	0.3282428036
449	0.327322337
450	0.3263010961
451	0.3257073644
452	0.3251388662
453	0.3241807317
454	0.3233041374
455	0.3226635889
456	0.3219085532
457	0.3210449124
458	0.3203029373
459	0.3197828248
460	0.3191031073
461	0.3184202952
462	0.3173280413
463	0.3163786597
464	0.3157586947
465	0.3148271403
466	0.3139942498
467	0.3134815532
468	0.3129953663
469	0.3123282302
470	0.311571035
471	0.3109072945
472	0.3101507663
473	0.3098463164
474	0.3091146749
475	0.3086138005
476	0.3078404683
477	0.3071868975
478	0.30649411
479	0.3055719741
480	0.3047946783
481	0.3042010514
482	0.3033202292
483	0.3026620773
484	0.3015758248
485	0.3009280259
486	0.3002973746
487	0.2998181354
488	0.2992200278
489	0.2980994068
490	0.2972106723
491	0.2965953342
492	0.2957496162
493	0.2951290651
494	0.2943835225
495	0.2937421983
496	0.2932719184
497	0.2928300518
498	0.2921210231
499	0.2916577859
500	0.2909989284
501	0.2902024354
502	0.2894976894
503	0.2888716889
504	0.2881266273
505	0.2872273912
506	0.2867126186
507	0.2861468254
508	0.2853338029
509	0.284797759
510	0.2841182619
511	0.2834484531
512	0.2825580569
513	0.2822633487
514	0.2817554024
515	0.2811063641
516	0.2803784951
517	0.2796299571
518	0.2791399441
519	0.2784642185
520	0.2778856237
521	0.2771118173
522	0.2766107451
523	0.2761346792
524	0.2756151364
525	0.274977197
526	0.2746555696
527	0.2739653515
528	0.2732434929
529	0.2728281901
530	0.2719949392
531	0.2712627642
532	0.2708191683
533	0.2703563886
534	0.2698714636
535	0.2694169759
536	0.2689326915
537	0.268332899
538	0.2678668145
539	0.2676604148
540	0.2670767094
541	0.2664459687
542	0.2659363569
543	0.2654549132
544	0.2647999737
545	0.2641448106
546	0.2637585714
547	0.2632917653
548	0.2627116583
549	0.2620565176
550	0.2613198187
551	0.2606826032
552	0.2602576669
553	0.2598828029
554	0.2595024772
555	0.25883481
556	0.258165063
557	0.2577757199
558	0.2571840312
559	0.2566337391
560	0.2558557276
561	0.255317299
562	0.2548852032
563	0.2546347581
564	0.2542679541
565	0.2539829302
566	0.25345151
567	0.2528908603
568	0.2521823782
569	0.2518440908
570	0.2511408064
571	0.250692449
572	0.2501789048
573	0.2496259014
574	0.2490661413
575	0.2487500552
576	0.2485032876
577	0.2479512672
578	0.247551456
579	0.2472101642
580	0.2466287131
581	0.2463489371
582	0.2458461292
583	0.2450935451
584	0.2447682106
585	0.2439576466
586	0.2433114714
587	0.2427883863
588	0.2423430286
589	0.2419845261
590	0.2414335041
591	0.2408601365
592	0.2405203628
593	0.240081123
594	0.2397716028
595	0.2393812275
596	0.2389546131
597	0.238568738
598	0.2379820036
599	0.2375691489
600	0.2369846873
601	0.2365616452
602	0.2362181186
603	0.2355975765
604	0.235151039
605	0.2347054599
606	0.234235126
607	0.2338613248
608	0.2334215511
609	0.232827512
610	0.232496315
611	0.2320696541
612	0.2318568827
613	0.231655004
614	0.2311678296
615	0.2308742392
616	0.2305182963
617	0.2301539549
618	0.2297118074
619	0.2291591043
620	0.2286771177
621	0.2280225519
622	0.2276521295
623	0.2273685958
624	0.2267905253
625	0.2262840157
626	0.2259779242
627	0.2254619641
628	0.2250490898
629	0.224741357
630	0.2242002576
631	0.2239203593
632	0.2233208992
633	0.2230353751
634	0.2224359923
635	0.2220507946
636	0.2216510028
637	0.2212112421
638	0.2206943106
639	0.2202365275
640	0.219790647
641	0.2193927609
642	0.2189661216
643	0.2184988359
644	0.2181725164
645	0.2177475216
646	0.2173391713
647	0.2169535982
648	0.2166857562
649	0.2162834158
650	0.2157785192
651	0.2154660961
652	0.2149783374
653	0.2145403001
654	0.2142149635
655	0.2136281001
656	0.2132276377
657	0.2129610988
658	0.2124200162
659	0.2118809952
660	0.2114675962
661	0.211084042
662	0.2109302019
663	0.2105048648
664	0.2103190337
665	0.2099578981
666	0.209404045
667	0.2090427305
668	0.2086700016
669	0.2084231056
670	0.2080767684
671	0.2075483821
672	0.2072034472
673	0.2069878214
674	0.2065186284
675	0.2060452527
676	0.2054177664
677	0.205124587
678	0.2048837873
679	0.2045589779
680	0.2043628885
681	0.2040010602
682	0.2036859836
683	0.2032718266
684	0.2027807856
685	0.2025658636
686	0.2021919384
687	0.2018872547
688	0.2014905435
689	0.2011920095
690	0.2008174749
691	0.200480738
692	0.2001615289
693	0.1998648496
694	0.1995476375
695	0.1992383355
696	0.198886593
697	0.1984571416
698	0.1980535203
699	0.1977309122
700	0.1974989003
701	0.1971581384
702	0.1968593795
703	0.1964120407
704	0.1960138004
705	0.1957280048
706	0.1954294359
707	0.1951519748
708	0.1947852654
709	0.1943450073
710	0.1940922943
711	0.1937669604
712	0.1933054583
713	0.1929215576
714	0.1926881304
715	0.192422524
716	0.1922495319
717	0.1920540665
718	0.1918169271
719	0.1915002541
720	0.1912324072
721	0.1910253577
722	0.1907286741
723	0.190376798
724	0.1899840405
725	0.1895089993
726	0.1891275263
727	0.1888494018
728	0.188480467
729	0.1882408379
730	0.1879428602
731	0.1876424873
732	0.1872209536
733	0.1869708187
734	0.1866541346
735	0.186508444
736	0.1860768721
737	0.1857627586
738	0.1854510572
739	0.1850306756
740	0.1848126575
741	0.1844067346
742	0.1840363822
743	0.1836109703
744	0.1833283322
745	0.1830725574
746	0.1827812606
747	0.1824897651
748	0.1821013936
749	0.1816639113
750	0.1814202267
751	0.1810945253
752	0.180738955
753	0.1804492713
754	0.1802743825
755	0.1800502342
756	0.1796907959
757	0.179374783
758	0.1791625161
759	0.1789447879
760	0.1787406147
761	0.178369309
762	0.1780118374
763	0.1777716241
764	0.1776212186
765	0.1773151334
766	0.1769357261
767	0.1766895017
768	0.1764883455
769	0.1760333943
770	0.1756688322
771	0.1754465146
772	0.1751939944
773	0.1749851028
774	0.1747944782
775	0.1745886625
776	0.1744410048
777	0.1742603231
778	0.1739923758
779	0.173752561
780	0.1735805246
781	0.173343311
782	0.1730966171
783	0.1728203752
784	0.1724739438
785	0.172215802
786	0.1720059753
787	0.1717070892
788	0.1714810303
789	0.1713331303
790	0.1710630734
791	0.1708050904
792	0.1706297046
793	0.1704305832
794	0.1700697671
795	0.1698485192
796	0.1695817556
797	0.1693558777
798	0.1689970066
799	0.1687405018
800	0.1684603431
801	0.1682127123
802	0.1679059004
803	0.167656565
804	0.1673232089
805	0.16706258
806	0.1668627215
807	0.1665147791
808	0.16625226
809	0.1660883965
810	0.1657813462
811	0.1655371032
812	0.1653273784
813	0.1651006351
814	0.164852542
815	0.1645838994
816	0.1642626615
817	0.1640808568
818	0.1637987611
819	0.1635861501
820	0.1632954021
821	0.1630690067
822	0.1628072707
823	0.1625113527
824	0.1622734928
825	0.1620133191
826	0.1617623283
827	0.1614466221
828	0.1612075339
829	0.1610236764
830	0.1607651939
831	0.1604608417
832	0.1602942077
833	0.1600894513
834	0.1598775502
835	0.1597265012
836	0.1595776568
837	0.1594304243
838	0.1589632667
839	0.1588001866
840	0.1583905479
841	0.1581389174
842	0.157851013
843	0.1575661448
844	0.1573599488
845	0.1570433876
846	0.1569032247
847	0.1566557545
848	0.1563665572
849	0.1562013137
850	0.1560600042
851	0.1559204271
852	0.155641372
853	0.1553690434
854	0.1551302261
855	0.1549379377
856	0.1547732388
857	0.1545116152
858	0.1542780853
859	0.154028504
860	0.1538702191
861	0.1536061429
862	0.1534782736
863	0.1533279274
864	0.1530264977
865	0.1528190729
866	0.152538026
867	0.1523162425
868	0.1520497478
869	0.1518429209
870	0.1516366999
871	0.1513697584
872	0.1512192393
873	0.1510369883
874	0.1507965318
875	0.1506391392
876	0.1504374956
877	0.1501603784
878	0.1498010264
879	0.1494649402
880	0.149254081
881	0.1490689464
882	0.1488298884
883	0.1486865814
884	0.1484353104
885	0.148151857
886	0.1479189825
887	0.1477293003
888	0.1475739507
889	0.1473463337
890	0.1471973012
891	0.1470054894
892	0.1468932161
893	0.1466599301
894	0.146471557
895	0.1462291919
896	0.1460697186
897	0.1458548098
898	0.1457066554
899	0.1455725059
900	0.1453364114
901	0.1451583768
902	0.1448861038
903	0.1446258441
904	0.1444067587
905	0.1442247973
906	0.1440395654
907	0.1438409996
908	0.143618632
909	0.1434254825
910	0.1432394977
911	0.1430786653
912	0.1428243497
913	0.142612375
914	0.1423909496
915	0.1422344876
916	0.1419212422
917	0.141806304
918	0.1415667265
919	0.1412910508
920	0.1410187297
921	0.140830138
922	0.1406426059
923	0.1403819446
924	0.1401057755
925	0.139922048
926	0.1397033692
927	0.1394994656
928	0.1393572197
929	0.1392152563
930	0.1389901285
931	0.1387446465
932	0.1385747278
933	0.138410252
934	0.138276105
935	0.1381475681
936	0.1379173381
937	0.1377560215
938	0.1375725572
939	0.1374165257
940	0.1371878991
941	0.1370566706
942	0.1368818936
943	0.1367136953
944	0.1365651277
945	0.1363971212
946	0.1362402112
947	0.1360415216
948	0.135869025
949	0.135785276
950	0.1356173268
951	0.1353813567
952	0.1352329686
953	0.1350422879
954	0.1349654408
955	0.1347842221
956	0.1345350096
957	0.134384854
958	0.1342360495
959	0.1341464764
960	0.1339523027
961	0.1337214866
962	0.1335429273
963	0.1333248774
964	0.1332250739
965	0.1329901988
966	0.1328364951
967	0.1326575683
968	0.1324501018
969	0.1322623792
970	0.1321070169
971	0.1318859685
972	0.1317276868
973	0.1315308443
974	0.1314031211
975	0.131227131
976	0.1310895942
977	0.1309496917
978	0.1307367287
979	0.13058211
980	0.1304180613
981	0.1302431555
982	0.1300484435
983	0.1299182184
984	0.1297813469
985	0.1295587617
986	0.1294034279
987	0.1291206377
988	0.1289662748
989	0.1288471262
990	0.1286683176
991	0.1285126965
992	0.1283532085
993	0.1282627431
994	0.1281227708
995	0.1279700394
996	0.1278245502
997	0.1277258323
998	0.1275176699
999	0.1273608352
